event_row_id,parent_event_id,hierarchy_level,asset_id,asset_name,parent_asset_id,plant_id,hub_id,block_id,event_type,root_cause,severity,start_time,end_time,forecast_start_time,actual_start_time,capacity_mw,max_loss_mw,possible_power_before_mw,actual_power_during_mw,event_probability_pct,detection_status,visual_status,tooltip,operator_summary,recommended_action,drilldown_key
EVH_00009_PAV_HUB_2,EVH_00009,hub,PAV_HUB_2,Hub / Segment 2,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_2,,scada_stale_signal,data_quality,ALERT,2016-08-18T15:00:00,2016-08-18T16:25:00,2016-08-18T14:55:00,2016-08-18T15:00:00,250,0.0,195.0,195.0,78,DETECTED,ALERT,PAV_HUB_2: scada_stale_signal | loss 0.0 MW | data_quality,Actual MW tag freezes while resource signal continues moving.,Do not trust stale tag; use last-good value and lower forecast confidence.,PAV_HUB_2
EVH_00009_SOL_PAVAGADA,EVH_00009,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_2,,scada_stale_signal,data_quality,ALERT,2016-08-18T15:00:00,2016-08-18T16:25:00,2016-08-18T14:55:00,2016-08-18T15:00:00,2050,0.0,1517.0,1517.0,78,DETECTED,ALERT,SOL_PAVAGADA: scada_stale_signal | loss 0.0 MW | data_quality,Actual MW tag freezes while resource signal continues moving.,Do not trust stale tag; use last-good value and lower forecast confidence.,SOL_PAVAGADA
EVH_00009_GRID_PAVAGADA_220KV,EVH_00009,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_2,,scada_stale_signal,data_quality,ALERT,2016-08-18T15:00:00,2016-08-18T16:25:00,2016-08-18T14:55:00,2016-08-18T15:00:00,2050,0.0,1517.0,1517.0,78,DETECTED,ALERT,GRID_PAVAGADA_220KV: scada_stale_signal | loss 0.0 MW | data_quality,Actual MW tag freezes while resource signal continues moving.,Do not trust stale tag; use last-good value and lower forecast confidence.,GRID_PAVAGADA_220KV
EVH_00010_PAV_S4_B05,EVH_00010,block,PAV_S4_B05,Hub 4 Block 5,PAV_HUB_4,SOL_PAVAGADA,PAV_HUB_4,PAV_S4_B05,inverter_group_derating,equipment,WATCH,2016-10-22T10:30:00,2016-10-22T14:30:00,2016-10-22T10:25:00,2016-10-22T10:30:00,50,7.43,39.0,31.57,81,DETECTED,WATCH,PAV_S4_B05: inverter_group_derating | loss 7.4 MW | equipment,One inverter group derates; resource remains normal but block availability drops.,Inspect inverter group and separate equipment loss from weather error.,PAV_S4_B05
EVH_00010_PAV_HUB_4,EVH_00010,hub,PAV_HUB_4,Hub / Segment 4,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_4,,inverter_group_derating,equipment,WATCH,2016-10-22T10:30:00,2016-10-22T14:30:00,2016-10-22T10:25:00,2016-10-22T10:30:00,250,8.32,195.0,186.68,81,DETECTED,WATCH,PAV_HUB_4: inverter_group_derating | loss 8.3 MW | equipment,One inverter group derates; resource remains normal but block availability drops.,Inspect inverter group and separate equipment loss from weather error.,PAV_HUB_4
EVH_00010_SOL_PAVAGADA,EVH_00010,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_4,,inverter_group_derating,equipment,WATCH,2016-10-22T10:30:00,2016-10-22T14:30:00,2016-10-22T10:25:00,2016-10-22T10:30:00,2050,11.16,1517.0,1505.84,81,DETECTED,WATCH,SOL_PAVAGADA: inverter_group_derating | loss 11.2 MW | equipment,One inverter group derates; resource remains normal but block availability drops.,Inspect inverter group and separate equipment loss from weather error.,SOL_PAVAGADA
EVH_00010_GRID_PAVAGADA_220KV,EVH_00010,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_4,,inverter_group_derating,equipment,WATCH,2016-10-22T10:30:00,2016-10-22T14:30:00,2016-10-22T10:25:00,2016-10-22T10:30:00,2050,10.94,1517.0,1506.06,81,DETECTED,WATCH,GRID_PAVAGADA_220KV: inverter_group_derating | loss 10.9 MW | equipment,One inverter group derates; resource remains normal but block availability drops.,Inspect inverter group and separate equipment loss from weather error.,GRID_PAVAGADA_220KV
EVH_00011_PAV_S3_B02,EVH_00011,block,PAV_S3_B02,Hub 3 Block 2,PAV_HUB_3,SOL_PAVAGADA,PAV_HUB_3,PAV_S3_B02,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2017-01-05T15:20:00,2017-01-05T17:10:00,2017-01-05T15:00:00,2017-01-05T15:35:00,50,10.97,39.0,28.03,86,DETECTED,WATCH,PAV_S3_B02: cloud_ramp_up_after_cloud_clearance | loss 11.0 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,PAV_S3_B02
EVH_00011_PAV_S3_B03,EVH_00011,block,PAV_S3_B03,Hub 3 Block 3,PAV_HUB_3,SOL_PAVAGADA,PAV_HUB_3,PAV_S3_B03,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2017-01-05T15:20:00,2017-01-05T17:10:00,2017-01-05T15:00:00,2017-01-05T15:35:00,50,11.46,39.0,27.54,86,DETECTED,WATCH,PAV_S3_B03: cloud_ramp_up_after_cloud_clearance | loss 11.5 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,PAV_S3_B03
EVH_00011_PAV_S3_B04,EVH_00011,block,PAV_S3_B04,Hub 3 Block 4,PAV_HUB_3,SOL_PAVAGADA,PAV_HUB_3,PAV_S3_B04,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2017-01-05T15:20:00,2017-01-05T17:10:00,2017-01-05T15:00:00,2017-01-05T15:35:00,50,10.43,39.0,28.57,86,DETECTED,WATCH,PAV_S3_B04: cloud_ramp_up_after_cloud_clearance | loss 10.4 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,PAV_S3_B04
EVH_00011_PAV_HUB_3,EVH_00011,hub,PAV_HUB_3,Hub / Segment 3,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_3,,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2017-01-05T15:20:00,2017-01-05T17:10:00,2017-01-05T15:00:00,2017-01-05T15:35:00,250,38.73,195.0,156.27,86,DETECTED,WATCH,PAV_HUB_3: cloud_ramp_up_after_cloud_clearance | loss 38.7 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,PAV_HUB_3
EVH_00011_SOL_PAVAGADA,EVH_00011,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_3,,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2017-01-05T15:20:00,2017-01-05T17:10:00,2017-01-05T15:00:00,2017-01-05T15:35:00,2050,46.5,1517.0,1470.5,86,DETECTED,WATCH,SOL_PAVAGADA: cloud_ramp_up_after_cloud_clearance | loss 46.5 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,SOL_PAVAGADA
EVH_00011_GRID_PAVAGADA_220KV,EVH_00011,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_3,,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2017-01-05T15:20:00,2017-01-05T17:10:00,2017-01-05T15:00:00,2017-01-05T15:35:00,2050,45.57,1517.0,1471.43,86,DETECTED,WATCH,GRID_PAVAGADA_220KV: cloud_ramp_up_after_cloud_clearance | loss 45.6 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,GRID_PAVAGADA_220KV
EVH_00012_PAV_S6_B01,EVH_00012,block,PAV_S6_B01,Hub 6 Block 1,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B01,cloud_ramp_down,weather,WATCH,2017-03-09T14:55:00,2017-03-09T16:35:00,2017-03-09T14:35:00,2017-03-09T15:05:00,50,11.78,39.0,27.22,86,DETECTED,WATCH,PAV_S6_B01: cloud_ramp_down | loss 11.8 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,PAV_S6_B01
EVH_00012_PAV_S6_B02,EVH_00012,block,PAV_S6_B02,Hub 6 Block 2,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B02,cloud_ramp_down,weather,WATCH,2017-03-09T14:55:00,2017-03-09T16:35:00,2017-03-09T14:35:00,2017-03-09T15:05:00,50,12.73,39.0,26.27,86,DETECTED,WATCH,PAV_S6_B02: cloud_ramp_down | loss 12.7 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,PAV_S6_B02
EVH_00012_PAV_S6_B03,EVH_00012,block,PAV_S6_B03,Hub 6 Block 3,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B03,cloud_ramp_down,weather,WATCH,2017-03-09T14:55:00,2017-03-09T16:35:00,2017-03-09T14:35:00,2017-03-09T15:05:00,50,11.74,39.0,27.26,86,DETECTED,WATCH,PAV_S6_B03: cloud_ramp_down | loss 11.7 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,PAV_S6_B03
EVH_00012_PAV_HUB_6,EVH_00012,hub,PAV_HUB_6,Hub / Segment 6,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_6,,cloud_ramp_down,weather,WATCH,2017-03-09T14:55:00,2017-03-09T16:35:00,2017-03-09T14:35:00,2017-03-09T15:05:00,250,38.38,195.0,156.62,86,DETECTED,WATCH,PAV_HUB_6: cloud_ramp_down | loss 38.4 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,PAV_HUB_6
EVH_00012_SOL_PAVAGADA,EVH_00012,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_6,,cloud_ramp_down,weather,WATCH,2017-03-09T14:55:00,2017-03-09T16:35:00,2017-03-09T14:35:00,2017-03-09T15:05:00,2050,51.04,1517.0,1465.96,86,DETECTED,WATCH,SOL_PAVAGADA: cloud_ramp_down | loss 51.0 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,SOL_PAVAGADA
EVH_00012_GRID_PAVAGADA_220KV,EVH_00012,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_6,,cloud_ramp_down,weather,WATCH,2017-03-09T14:55:00,2017-03-09T16:35:00,2017-03-09T14:35:00,2017-03-09T15:05:00,2050,50.02,1517.0,1466.98,86,DETECTED,WATCH,GRID_PAVAGADA_220KV: cloud_ramp_down | loss 50.0 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,GRID_PAVAGADA_220KV
EVH_00013_PAV_S6_B01,EVH_00013,block,PAV_S6_B01,Hub 6 Block 1,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B01,grid_curtailment_plateau,grid_constraint,ALERT,2017-05-14T12:45:00,2017-05-14T16:45:00,2017-05-14T12:30:00,2017-05-14T12:45:00,50,16.06,39.0,22.94,93,DETECTED,ALERT,PAV_S6_B01: grid_curtailment_plateau | loss 16.1 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,PAV_S6_B01
EVH_00013_PAV_S6_B02,EVH_00013,block,PAV_S6_B02,Hub 6 Block 2,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B02,grid_curtailment_plateau,grid_constraint,ALERT,2017-05-14T12:45:00,2017-05-14T16:45:00,2017-05-14T12:30:00,2017-05-14T12:45:00,50,17.19,39.0,21.81,93,DETECTED,ALERT,PAV_S6_B02: grid_curtailment_plateau | loss 17.2 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,PAV_S6_B02
EVH_00013_PAV_S6_B03,EVH_00013,block,PAV_S6_B03,Hub 6 Block 3,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B03,grid_curtailment_plateau,grid_constraint,ALERT,2017-05-14T12:45:00,2017-05-14T16:45:00,2017-05-14T12:30:00,2017-05-14T12:45:00,50,16.95,39.0,22.05,93,DETECTED,ALERT,PAV_S6_B03: grid_curtailment_plateau | loss 16.9 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,PAV_S6_B03
EVH_00013_PAV_S6_B04,EVH_00013,block,PAV_S6_B04,Hub 6 Block 4,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B04,grid_curtailment_plateau,grid_constraint,ALERT,2017-05-14T12:45:00,2017-05-14T16:45:00,2017-05-14T12:30:00,2017-05-14T12:45:00,50,17.46,39.0,21.54,93,DETECTED,ALERT,PAV_S6_B04: grid_curtailment_plateau | loss 17.5 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,PAV_S6_B04
EVH_00013_PAV_HUB_6,EVH_00013,hub,PAV_HUB_6,Hub / Segment 6,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_6,,grid_curtailment_plateau,grid_constraint,ALERT,2017-05-14T12:45:00,2017-05-14T16:45:00,2017-05-14T12:30:00,2017-05-14T12:45:00,250,72.43,195.0,122.57,93,DETECTED,ALERT,PAV_HUB_6: grid_curtailment_plateau | loss 72.4 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,PAV_HUB_6
EVH_00013_SOL_PAVAGADA,EVH_00013,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_6,,grid_curtailment_plateau,grid_constraint,ALERT,2017-05-14T12:45:00,2017-05-14T16:45:00,2017-05-14T12:30:00,2017-05-14T12:45:00,2050,100.03,1517.0,1416.97,93,DETECTED,ALERT,SOL_PAVAGADA: grid_curtailment_plateau | loss 100.0 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,SOL_PAVAGADA
EVH_00013_GRID_PAVAGADA_220KV,EVH_00013,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_6,,grid_curtailment_plateau,grid_constraint,ALERT,2017-05-14T12:45:00,2017-05-14T16:45:00,2017-05-14T12:30:00,2017-05-14T12:45:00,2050,98.03,1517.0,1418.97,93,DETECTED,ALERT,GRID_PAVAGADA_220KV: grid_curtailment_plateau | loss 98.0 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,GRID_PAVAGADA_220KV
EVH_00014_PAV_S2_B01,EVH_00014,block,PAV_S2_B01,Hub 2 Block 1,PAV_HUB_2,SOL_PAVAGADA,PAV_HUB_2,PAV_S2_B01,scada_stale_signal,data_quality,ALERT,2017-08-18T15:00:00,2017-08-18T16:25:00,2017-08-18T14:55:00,2017-08-18T15:00:00,50,0.0,39.0,39.0,78,DETECTED,ALERT,PAV_S2_B01: scada_stale_signal | loss 0.0 MW | data_quality,Actual MW tag freezes while resource signal continues moving.,Do not trust stale tag; use last-good value and lower forecast confidence.,PAV_S2_B01
EVH_00014_PAV_HUB_2,EVH_00014,hub,PAV_HUB_2,Hub / Segment 2,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_2,,scada_stale_signal,data_quality,ALERT,2017-08-18T15:00:00,2017-08-18T16:25:00,2017-08-18T14:55:00,2017-08-18T15:00:00,250,0.0,195.0,195.0,78,DETECTED,ALERT,PAV_HUB_2: scada_stale_signal | loss 0.0 MW | data_quality,Actual MW tag freezes while resource signal continues moving.,Do not trust stale tag; use last-good value and lower forecast confidence.,PAV_HUB_2
EVH_00014_SOL_PAVAGADA,EVH_00014,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_2,,scada_stale_signal,data_quality,ALERT,2017-08-18T15:00:00,2017-08-18T16:25:00,2017-08-18T14:55:00,2017-08-18T15:00:00,2050,0.0,1517.0,1517.0,78,DETECTED,ALERT,SOL_PAVAGADA: scada_stale_signal | loss 0.0 MW | data_quality,Actual MW tag freezes while resource signal continues moving.,Do not trust stale tag; use last-good value and lower forecast confidence.,SOL_PAVAGADA
EVH_00014_GRID_PAVAGADA_220KV,EVH_00014,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_2,,scada_stale_signal,data_quality,ALERT,2017-08-18T15:00:00,2017-08-18T16:25:00,2017-08-18T14:55:00,2017-08-18T15:00:00,2050,0.0,1517.0,1517.0,78,DETECTED,ALERT,GRID_PAVAGADA_220KV: scada_stale_signal | loss 0.0 MW | data_quality,Actual MW tag freezes while resource signal continues moving.,Do not trust stale tag; use last-good value and lower forecast confidence.,GRID_PAVAGADA_220KV
EVH_00015_PAV_S4_B05,EVH_00015,block,PAV_S4_B05,Hub 4 Block 5,PAV_HUB_4,SOL_PAVAGADA,PAV_HUB_4,PAV_S4_B05,inverter_group_derating,equipment,WATCH,2017-10-22T10:30:00,2017-10-22T14:30:00,2017-10-22T10:25:00,2017-10-22T10:30:00,50,7.82,39.0,31.18,81,DETECTED,WATCH,PAV_S4_B05: inverter_group_derating | loss 7.8 MW | equipment,One inverter group derates; resource remains normal but block availability drops.,Inspect inverter group and separate equipment loss from weather error.,PAV_S4_B05
EVH_00015_PAV_HUB_4,EVH_00015,hub,PAV_HUB_4,Hub / Segment 4,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_4,,inverter_group_derating,equipment,WATCH,2017-10-22T10:30:00,2017-10-22T14:30:00,2017-10-22T10:25:00,2017-10-22T10:30:00,250,8.51,195.0,186.49,81,DETECTED,WATCH,PAV_HUB_4: inverter_group_derating | loss 8.5 MW | equipment,One inverter group derates; resource remains normal but block availability drops.,Inspect inverter group and separate equipment loss from weather error.,PAV_HUB_4
EVH_00015_SOL_PAVAGADA,EVH_00015,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_4,,inverter_group_derating,equipment,WATCH,2017-10-22T10:30:00,2017-10-22T14:30:00,2017-10-22T10:25:00,2017-10-22T10:30:00,2050,10.65,1517.0,1506.35,81,DETECTED,WATCH,SOL_PAVAGADA: inverter_group_derating | loss 10.7 MW | equipment,One inverter group derates; resource remains normal but block availability drops.,Inspect inverter group and separate equipment loss from weather error.,SOL_PAVAGADA
EVH_00015_GRID_PAVAGADA_220KV,EVH_00015,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_4,,inverter_group_derating,equipment,WATCH,2017-10-22T10:30:00,2017-10-22T14:30:00,2017-10-22T10:25:00,2017-10-22T10:30:00,2050,10.44,1517.0,1506.56,81,DETECTED,WATCH,GRID_PAVAGADA_220KV: inverter_group_derating | loss 10.4 MW | equipment,One inverter group derates; resource remains normal but block availability drops.,Inspect inverter group and separate equipment loss from weather error.,GRID_PAVAGADA_220KV
EVH_00016_PAV_S3_B02,EVH_00016,block,PAV_S3_B02,Hub 3 Block 2,PAV_HUB_3,SOL_PAVAGADA,PAV_HUB_3,PAV_S3_B02,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2018-01-05T15:20:00,2018-01-05T17:10:00,2018-01-05T15:00:00,2018-01-05T15:35:00,50,10.97,39.0,28.03,86,DETECTED,WATCH,PAV_S3_B02: cloud_ramp_up_after_cloud_clearance | loss 11.0 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,PAV_S3_B02
EVH_00016_PAV_S3_B03,EVH_00016,block,PAV_S3_B03,Hub 3 Block 3,PAV_HUB_3,SOL_PAVAGADA,PAV_HUB_3,PAV_S3_B03,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2018-01-05T15:20:00,2018-01-05T17:10:00,2018-01-05T15:00:00,2018-01-05T15:35:00,50,11.55,39.0,27.45,86,DETECTED,WATCH,PAV_S3_B03: cloud_ramp_up_after_cloud_clearance | loss 11.6 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,PAV_S3_B03
EVH_00016_PAV_S3_B04,EVH_00016,block,PAV_S3_B04,Hub 3 Block 4,PAV_HUB_3,SOL_PAVAGADA,PAV_HUB_3,PAV_S3_B04,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2018-01-05T15:20:00,2018-01-05T17:10:00,2018-01-05T15:00:00,2018-01-05T15:35:00,50,10.11,39.0,28.89,86,DETECTED,WATCH,PAV_S3_B04: cloud_ramp_up_after_cloud_clearance | loss 10.1 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,PAV_S3_B04
EVH_00016_PAV_HUB_3,EVH_00016,hub,PAV_HUB_3,Hub / Segment 3,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_3,,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2018-01-05T15:20:00,2018-01-05T17:10:00,2018-01-05T15:00:00,2018-01-05T15:35:00,250,38.83,195.0,156.17,86,DETECTED,WATCH,PAV_HUB_3: cloud_ramp_up_after_cloud_clearance | loss 38.8 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,PAV_HUB_3
EVH_00016_SOL_PAVAGADA,EVH_00016,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_3,,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2018-01-05T15:20:00,2018-01-05T17:10:00,2018-01-05T15:00:00,2018-01-05T15:35:00,2050,53.37,1517.0,1463.63,86,DETECTED,WATCH,SOL_PAVAGADA: cloud_ramp_up_after_cloud_clearance | loss 53.4 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,SOL_PAVAGADA
EVH_00016_GRID_PAVAGADA_220KV,EVH_00016,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_3,,cloud_ramp_up_after_cloud_clearance,weather,WATCH,2018-01-05T15:20:00,2018-01-05T17:10:00,2018-01-05T15:00:00,2018-01-05T15:35:00,2050,52.3,1517.0,1464.7,86,DETECTED,WATCH,GRID_PAVAGADA_220KV: cloud_ramp_up_after_cloud_clearance | loss 52.3 MW | weather,Cloud obstruction clears around Hub 3; forecast P50 rises before actual output catches up.,Prepare reserve release carefully and monitor ramp timing.,GRID_PAVAGADA_220KV
EVH_00017_PAV_S6_B01,EVH_00017,block,PAV_S6_B01,Hub 6 Block 1,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B01,cloud_ramp_down,weather,WATCH,2018-03-09T14:55:00,2018-03-09T16:35:00,2018-03-09T14:35:00,2018-03-09T15:05:00,50,12.08,39.0,26.92,86,DETECTED,WATCH,PAV_S6_B01: cloud_ramp_down | loss 12.1 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,PAV_S6_B01
EVH_00017_PAV_S6_B02,EVH_00017,block,PAV_S6_B02,Hub 6 Block 2,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B02,cloud_ramp_down,weather,WATCH,2018-03-09T14:55:00,2018-03-09T16:35:00,2018-03-09T14:35:00,2018-03-09T15:05:00,50,12.11,39.0,26.89,86,DETECTED,WATCH,PAV_S6_B02: cloud_ramp_down | loss 12.1 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,PAV_S6_B02
EVH_00017_PAV_S6_B03,EVH_00017,block,PAV_S6_B03,Hub 6 Block 3,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B03,cloud_ramp_down,weather,WATCH,2018-03-09T14:55:00,2018-03-09T16:35:00,2018-03-09T14:35:00,2018-03-09T15:05:00,50,11.02,39.0,27.98,86,DETECTED,WATCH,PAV_S6_B03: cloud_ramp_down | loss 11.0 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,PAV_S6_B03
EVH_00017_PAV_HUB_6,EVH_00017,hub,PAV_HUB_6,Hub / Segment 6,SOL_PAVAGADA,SOL_PAVAGADA,PAV_HUB_6,,cloud_ramp_down,weather,WATCH,2018-03-09T14:55:00,2018-03-09T16:35:00,2018-03-09T14:35:00,2018-03-09T15:05:00,250,38.12,195.0,156.88,86,DETECTED,WATCH,PAV_HUB_6: cloud_ramp_down | loss 38.1 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,PAV_HUB_6
EVH_00017_SOL_PAVAGADA,EVH_00017,plant,SOL_PAVAGADA,Pavagada Solar Park,GRID_PAVAGADA_220KV,SOL_PAVAGADA,PAV_HUB_6,,cloud_ramp_down,weather,WATCH,2018-03-09T14:55:00,2018-03-09T16:35:00,2018-03-09T14:35:00,2018-03-09T15:05:00,2050,44.27,1517.0,1472.73,86,DETECTED,WATCH,SOL_PAVAGADA: cloud_ramp_down | loss 44.3 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,SOL_PAVAGADA
EVH_00017_GRID_PAVAGADA_220KV,EVH_00017,grid,GRID_PAVAGADA_220KV,Pavagada 220kV Pooling Station,,SOL_PAVAGADA,PAV_HUB_6,,cloud_ramp_down,weather,WATCH,2018-03-09T14:55:00,2018-03-09T16:35:00,2018-03-09T14:35:00,2018-03-09T15:05:00,2050,43.38,1517.0,1473.62,86,DETECTED,WATCH,GRID_PAVAGADA_220KV: cloud_ramp_down | loss 43.4 MW | weather,Incoming cloud band reduces Hub 6 possible power; uncertainty band widens.,Prepare reserve and adjust intraday expectation.,GRID_PAVAGADA_220KV
EVH_00018_PAV_S6_B01,EVH_00018,block,PAV_S6_B01,Hub 6 Block 1,PAV_HUB_6,SOL_PAVAGADA,PAV_HUB_6,PAV_S6_B01,grid_curtailment_plateau,grid_constraint,ALERT,2018-05-14T12:45:00,2018-05-14T16:45:00,2018-05-14T12:30:00,2018-05-14T12:45:00,50,16.13,39.0,22.87,93,DETECTED,ALERT,PAV_S6_B01: grid_curtailment_plateau | loss 16.1 MW | grid_constraint,Local export limit is active; actual output clips below possible power.,Record curtailment separately from weather forecast error; check PPC/local limit.,PAV_S6_B01
