timestamp,time_label,scenario_id,plant_id,unit_id,horizon,business_name,model_family,actual_mw,forecast_p50_mw,forecast_p10_mw,forecast_p90_mw,error_mw,rolling_nmae_pct,rolling_coverage_pct,rolling_bias_mw,band_width_mw,event_probability,lead_time_minutes,phase_error_minutes,ramp_hit_rate_so_far_pct,scada_quality,met_quality,output_status,root_cause,learning_signal,model_action_code,plain_language_learning,ui_badge
2025-01-05T08:35:00,08:35,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,16.068,15.281,9.521,21.041,0.786,0.397,100.0,0.198,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T08:40:00,08:40,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,16.346,15.538,9.778,21.298,0.808,0.424,100.0,0.212,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T08:45:00,08:45,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,16.61,15.788,10.028,21.548,0.822,0.45,100.0,0.225,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T08:50:00,08:50,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,16.861,16.033,10.273,21.793,0.828,0.476,100.0,0.238,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T08:55:00,08:55,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,17.098,16.272,10.512,22.032,0.826,0.5,100.0,0.25,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T09:00:00,09:00,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,17.321,16.506,10.746,22.266,0.815,0.534,100.0,0.267,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T09:05:00,09:05,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,17.53,16.733,10.973,22.493,0.797,0.567,100.0,0.283,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T09:10:00,09:10,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,17.726,16.955,11.195,22.715,0.771,0.597,100.0,0.299,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T09:15:00,09:15,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,17.908,17.17,11.41,22.93,0.738,0.625,100.0,0.313,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T09:20:00,09:20,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,18.078,17.38,11.62,23.14,0.698,0.651,100.0,0.326,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T09:25:00,09:25,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,18.235,17.583,11.823,23.343,0.652,0.675,100.0,0.338,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T09:30:00,09:30,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,18.382,17.781,12.021,23.541,0.601,0.696,100.0,0.348,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T09:35:00,09:35,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,18.518,17.972,12.212,23.732,0.546,0.715,100.0,0.357,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T09:40:00,09:40,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,18.645,18.157,12.397,23.917,0.488,0.73,100.0,0.365,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T09:45:00,09:45,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,18.764,18.336,12.576,24.096,0.428,0.744,100.0,0.372,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T09:50:00,09:50,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,18.877,18.509,12.749,24.269,0.368,0.755,100.0,0.377,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T09:55:00,09:55,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,18.984,18.675,12.915,24.435,0.309,0.764,100.0,0.382,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T10:00:00,10:00,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,19.087,18.835,13.075,24.595,0.252,0.77,100.0,0.385,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T10:05:00,10:05,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,19.187,18.989,13.229,24.749,0.198,0.775,100.0,0.388,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T10:10:00,10:10,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,19.285,19.137,13.377,24.897,0.148,0.779,100.0,0.389,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T10:15:00,10:15,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,19.382,19.278,13.518,25.038,0.105,0.781,100.0,0.39,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T10:20:00,10:20,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,19.48,19.412,13.652,25.172,0.067,0.782,100.0,0.391,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T10:25:00,10:25,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,19.578,19.541,13.781,25.301,0.038,0.782,100.0,0.391,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T10:30:00,10:30,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,19.678,19.662,13.902,25.422,0.016,0.782,100.0,0.391,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T10:35:00,10:35,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,19.781,19.778,14.018,25.538,0.003,0.782,100.0,0.391,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T10:40:00,10:40,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,19.887,19.887,14.127,25.647,0.0,0.782,100.0,0.391,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T10:45:00,10:45,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,19.995,19.989,14.229,25.749,0.006,0.782,100.0,0.391,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T10:50:00,10:50,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,20.106,20.085,14.325,25.845,0.022,0.783,100.0,0.391,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T10:55:00,10:55,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,20.22,20.174,14.414,25.934,0.047,0.784,100.0,0.392,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T11:00:00,11:00,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,20.337,20.257,14.497,26.017,0.08,0.787,100.0,0.394,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T11:05:00,11:05,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,20.455,20.333,14.573,26.093,0.123,0.791,100.0,0.395,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T11:10:00,11:10,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,20.575,20.402,14.642,26.162,0.172,0.796,100.0,0.398,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T11:15:00,11:15,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,20.695,20.465,14.705,26.225,0.229,0.803,100.0,0.401,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T11:20:00,11:20,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,20.814,20.522,14.762,26.282,0.292,0.81,100.0,0.405,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T11:25:00,11:25,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,20.931,20.572,14.812,26.332,0.359,0.819,100.0,0.41,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T11:30:00,11:30,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.044,20.615,14.855,26.375,0.43,0.83,100.0,0.415,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T11:35:00,11:35,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.154,20.651,14.891,26.411,0.502,0.841,100.0,0.421,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T11:40:00,11:40,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.257,20.681,14.921,26.441,0.576,0.854,100.0,0.427,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T11:45:00,11:45,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.353,20.704,14.944,26.464,0.649,0.867,100.0,0.434,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T11:50:00,11:50,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.44,20.721,14.961,26.481,0.719,0.882,100.0,0.441,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T11:55:00,11:55,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.518,20.731,14.971,26.491,0.787,0.897,100.0,0.448,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T12:00:00,12:00,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.584,20.734,14.974,26.494,0.849,0.912,100.0,0.456,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T12:05:00,12:05,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.637,20.731,14.971,26.491,0.906,0.927,100.0,0.464,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T12:10:00,12:10,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.677,20.721,14.961,26.481,0.956,0.942,100.0,0.471,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T12:15:00,12:15,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.702,20.704,14.944,26.464,0.997,0.957,100.0,0.479,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T12:20:00,12:20,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.711,20.681,14.921,26.441,1.03,0.972,100.0,0.486,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T12:25:00,12:25,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.705,20.651,14.891,26.411,1.054,0.986,100.0,0.493,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T12:30:00,12:30,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.682,20.615,14.855,26.375,1.068,0.998,100.0,0.499,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T12:35:00,12:35,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.643,20.572,14.812,26.332,1.071,1.01,100.0,0.505,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T12:40:00,12:40,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.587,20.522,14.762,26.282,1.065,1.021,100.0,0.51,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T12:45:00,12:45,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.514,20.465,14.705,26.225,1.049,1.03,100.0,0.515,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T12:50:00,12:50,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.425,20.402,14.642,26.162,1.023,1.039,100.0,0.519,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T12:55:00,12:55,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.32,20.333,14.573,26.093,0.988,1.045,100.0,0.523,11.52,0.12,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T13:00:00,13:00,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.201,20.257,14.497,26.017,0.944,1.051,100.0,0.525,11.52,0.1201,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T13:05:00,13:05,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,21.067,20.174,14.414,25.934,0.893,1.055,100.0,0.527,11.52,0.1201,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T13:10:00,13:10,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,20.92,20.085,14.325,25.845,0.835,1.057,100.0,0.529,11.52,0.1201,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T13:15:00,13:15,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,20.761,19.989,14.229,25.749,0.772,1.059,100.0,0.529,11.52,0.1202,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T13:20:00,13:20,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,20.591,19.887,14.127,25.647,0.705,1.059,100.0,0.53,11.52,0.1203,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T13:25:00,13:25,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,20.412,19.778,14.018,25.538,0.634,1.058,100.0,0.529,11.52,0.1204,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T13:30:00,13:30,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,20.225,19.663,13.903,25.423,0.562,1.057,100.0,0.528,11.52,0.1206,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T13:35:00,13:35,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,20.031,19.542,13.782,25.302,0.489,1.054,100.0,0.527,11.52,0.1209,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T13:40:00,13:40,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,19.832,19.414,13.654,25.174,0.418,1.051,100.0,0.526,11.52,0.1213,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T13:45:00,13:45,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,19.628,19.281,13.521,25.041,0.348,1.048,100.0,0.524,11.52,0.122,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T13:50:00,13:50,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,19.422,19.141,13.381,24.901,0.281,1.044,100.0,0.522,11.52,0.1229,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T13:55:00,13:55,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,19.214,18.996,13.236,24.756,0.218,1.041,100.0,0.52,11.52,0.1244,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T14:00:00,14:00,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,19.006,18.846,13.086,24.606,0.16,1.037,100.0,0.518,11.52,0.1265,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T14:05:00,14:05,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,18.798,18.692,12.932,24.452,0.106,1.033,100.0,0.516,11.52,0.1297,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T14:10:00,14:10,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,18.591,18.535,12.775,24.295,0.056,1.029,100.0,0.515,11.52,0.1344,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T14:15:00,14:15,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,18.386,18.377,12.617,24.137,0.009,1.025,100.0,0.513,11.52,0.1413,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
2025-01-05T14:20:00,14:20,ONLINE_SOL_2025_0105_RAMP_UP,SOL_PAVAGADA,PAV_S3_B02,2hour,Intraday forecast / reserve planning,physical weather-to-power + Gaussian residual,18.184,18.221,12.461,23.981,-0.037,1.024,100.0,0.51,11.52,0.1513,0,0,0,GOOD,GOOD,NORMAL,normal,NORMAL_LEARNING,NO_ACTION,Intraday model healthy.,OK
